name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Alex Murphy 247,Male,Inactive,High Table,Handler,Bodyguard,Pistol,Neutral,92,Tokyo,Novice,High
Ethan Morgan 248,Female,Missing,Continental,Crime Syndicate,Operative,Pistol,Neutral,24,New York,Agent,Absolute
Daniel Bennett 249,Male,Deceased,Independent,Assassin,Operative,Rifle,Calm,220,Prague,Agent,Absolute
Daniel Hayes 250,Female,Active,Independent,Assassin,Bodyguard,Rifle,Focused,35,Prague,Agent,Medium
Daniel Russell 251,Male,Inactive,Ruska Roma,Security,Operative,Knife,Neutral,191,Paris,Elite,Absolute
Noah Reed 252,Male,Inactive,Independent,Contractor,Operative,Sword,Focused,246,Prague,Senior Agent,Medium
Lucas Foster 253,Male,Inactive,Underworld,Contractor,Enforcer,Unarmed,Determined,72,New York,Senior Agent,Medium
David Stone 254,Male,Deceased,High Table,Assassin,Tracker,Sword,Fearful,28,Berlin,Elite,Low
David Carter 255,Female,Missing,Continental,Crime Syndicate,Enforcer,Sword,Focused,139,Paris,Elite,Low
Alex Hunter 256,Male,Active,High Table,Handler,Hitman,Pistol,Fearful,129,Tokyo,Master,Absolute
Thomas Cooper 257,Male,Inactive,High Table,Assassin,Bodyguard,Pistol,Determined,235,Berlin,Agent,High
Oliver Hunter 258,Male,Missing,Ruska Roma,Handler,Hitman,Knife,Calm,236,Prague,Novice,Absolute
Andrew Stone 259,Male,Missing,Continental,Assassin,Hitman,Unarmed,Angry,179,New York,Agent,Absolute
Leo Russell 260,Female,Inactive,High Table,Handler,Operative,Rifle,Neutral,226,Rome,Novice,High
Thomas Foster 261,Male,Missing,Underworld,Assassin,Manager,Sword,Determined,92,New York,Elite,Medium
Leo Collins 262,Female,Active,Underworld,Assassin,Tracker,Unarmed,Determined,0,New York,Novice,Medium
Ryan Bailey 263,Female,Deceased,Continental,Handler,Hitman,Shotgun,Neutral,189,Prague,Agent,High
Lucas Murphy 264,Female,Missing,Independent,Contractor,Bodyguard,Pistol,Determined,172,New York,Agent,Medium
David Morgan 265,Female,Active,Ruska Roma,Security,Bodyguard,Rifle,Calm,141,Casablanca,Novice,High
Noah Brooks 266,Female,Inactive,Ruska Roma,Security,Enforcer,Sword,Angry,187,London,Agent,Medium
Alex Murphy 267,Male,Inactive,Underworld,Security,Operative,Unarmed,Calm,243,Osaka,Novice,Absolute
Henry Walker 268,Male,Inactive,Ruska Roma,Crime Syndicate,Hitman,Knife,Neutral,71,Rome,Novice,Medium
David Murphy 269,Female,Deceased,Independent,Contractor,Hitman,Shotgun,Angry,163,Prague,Novice,Low
Thomas Bennett 270,Male,Missing,High Table,Security,Manager,Unarmed,Neutral,83,Osaka,Elite,High
Lucas Reed 271,Male,Inactive,Underworld,Assassin,Tracker,Pistol,Angry,115,Casablanca,Senior Agent,Absolute
Michael Griffin 272,Female,Inactive,Ruska Roma,Security,Manager,Rifle,Calm,23,Paris,Senior Agent,Low
Noah Turner 273,Male,Active,Continental,Security,Manager,Shotgun,Calm,173,Tokyo,Senior Agent,Medium
Alex Cooper 274,Female,Inactive,Independent,Crime Syndicate,Hitman,Knife,Calm,3,New York,Agent,Medium
Noah Cooper 275,Female,Active,Underworld,Contractor,Bodyguard,Pistol,Calm,16,Berlin,Elite,Medium
Daniel Turner 276,Male,Active,Ruska Roma,Assassin,Tracker,Shotgun,Fearful,210,Prague,Elite,Low
Oliver Murphy 277,Male,Missing,Continental,Handler,Bodyguard,Rifle,Fearful,226,Paris,Novice,Medium
Henry Bailey 278,Female,Deceased,Independent,Assassin,Bodyguard,Sword,Angry,107,Berlin,Master,Medium
Joseph Carter 279,Female,Missing,Ruska Roma,Contractor,Manager,Rifle,Determined,128,Osaka,Elite,High
Ethan Carter 280,Female,Inactive,Independent,Security,Hitman,Sword,Determined,91,Marrakesh,Agent,Medium
Michael Hayes 281,Male,Missing,Underworld,Assassin,Tracker,Shotgun,Fearful,90,Paris,Agent,Medium
Matthew Turner 282,Female,Active,High Table,Contractor,Enforcer,Knife,Determined,242,Berlin,Elite,High
Ethan Bailey 283,Male,Active,Independent,Handler,Enforcer,Knife,Calm,134,Casablanca,Novice,High
Andrew Parker 284,Male,Missing,Continental,Security,Hitman,Pistol,Angry,150,Paris,Novice,High
Daniel Mitchell 285,Female,Active,High Table,Security,Bodyguard,Knife,Angry,187,Prague,Elite,High
Ethan Griffin 286,Female,Inactive,Underworld,Handler,Manager,Rifle,Neutral,176,Tokyo,Agent,Medium
Alex Hunter 287,Female,Active,Continental,Contractor,Bodyguard,Shotgun,Angry,163,Marrakesh,Novice,Absolute
James Turner 288,Male,Inactive,High Table,Security,Tracker,Unarmed,Calm,210,Osaka,Elite,Low
William Parker 289,Male,Active,High Table,Security,Hitman,Unarmed,Calm,12,Prague,Elite,Absolute
Ethan Murphy 290,Female,Deceased,High Table,Contractor,Manager,Pistol,Fearful,201,Marrakesh,Agent,Medium
Benjamin Reed 291,Male,Missing,Independent,Security,Bodyguard,Pistol,Calm,87,Paris,Elite,Medium
Daniel Griffin 292,Male,Missing,Underworld,Contractor,Manager,Unarmed,Calm,110,Paris,Master,Absolute
Ethan Morgan 293,Male,Missing,Continental,Handler,Manager,Unarmed,Determined,184,London,Senior Agent,High
Henry Hayes 294,Male,Active,Ruska Roma,Contractor,Enforcer,Sword,Angry,13,Osaka,Novice,Absolute
Daniel Brooks 295,Female,Inactive,Independent,Assassin,Tracker,Knife,Neutral,74,Rome,Elite,Low
Henry Cooper 296,Female,Deceased,High Table,Assassin,Operative,Shotgun,Fearful,47,Osaka,Elite,High
Ethan Ward 297,Male,Missing,Ruska Roma,Crime Syndicate,Bodyguard,Knife,Focused,144,New York,Agent,Low
Daniel Mitchell 298,Female,Inactive,Underworld,Assassin,Manager,Shotgun,Fearful,247,London,Elite,Medium
Samuel Brooks 299,Male,Deceased,Independent,Contractor,Enforcer,Shotgun,Determined,173,Marrakesh,Agent,Low
Benjamin Collins 300,Male,Inactive,Continental,Handler,Hitman,Sword,Calm,174,Prague,Agent,Medium
Andrew Foster 301,Female,Active,Independent,Crime Syndicate,Enforcer,Sword,Determined,83,Tokyo,Master,Absolute
Alex Stone 302,Female,Active,Ruska Roma,Handler,Tracker,Shotgun,Determined,149,Rome,Novice,Low
Henry Griffin 303,Female,Deceased,High Table,Crime Syndicate,Operative,Sword,Determined,155,Casablanca,Novice,Medium
William Cooper 304,Male,Deceased,Independent,Crime Syndicate,Bodyguard,Unarmed,Angry,12,Casablanca,Senior Agent,High
Alex Turner 305,Female,Missing,High Table,Crime Syndicate,Operative,Unarmed,Calm,248,Berlin,Agent,High
Benjamin Turner 306,Female,Deceased,Underworld,Assassin,Tracker,Sword,Angry,233,Prague,Elite,High
Ryan Russell 307,Male,Active,High Table,Contractor,Manager,Knife,Determined,225,Marrakesh,Novice,Medium
Noah Parker 308,Male,Inactive,Independent,Crime Syndicate,Hitman,Rifle,Neutral,50,Tokyo,Senior Agent,Absolute
David Cooper 309,Male,Active,Continental,Security,Manager,Shotgun,Fearful,45,Casablanca,Master,High
Leo Collins 310,Female,Active,High Table,Assassin,Manager,Pistol,Angry,218,Marrakesh,Agent,Medium
Lucas Parker 311,Female,Deceased,Underworld,Assassin,Operative,Pistol,Fearful,233,Paris,Agent,Low
Lucas Foster 312,Female,Missing,Ruska Roma,Crime Syndicate,Bodyguard,Sword,Focused,55,Casablanca,Senior Agent,Absolute
Matthew Walker 313,Male,Missing,Underworld,Contractor,Enforcer,Rifle,Focused,175,Rome,Elite,Low
Jack Foster 314,Female,Missing,High Table,Security,Tracker,Knife,Determined,195,Berlin,Novice,Absolute
Jack Bennett 315,Male,Deceased,High Table,Security,Manager,Sword,Fearful,188,New York,Master,Medium
Jack Hayes 316,Female,Missing,Underworld,Security,Tracker,Unarmed,Determined,46,Tokyo,Novice,Absolute
James Foster 317,Male,Missing,Independent,Handler,Bodyguard,Knife,Neutral,223,Tokyo,Elite,High
Leo Foster 318,Female,Deceased,Independent,Crime Syndicate,Hitman,Unarmed,Determined,148,Marrakesh,Novice,Absolute
Noah Russell 319,Male,Deceased,Underworld,Security,Manager,Pistol,Angry,35,Berlin,Senior Agent,Absolute
Matthew Ward 320,Male,Missing,Continental,Assassin,Manager,Rifle,Neutral,45,Osaka,Novice,Low
Benjamin Foster 321,Male,Inactive,Underworld,Handler,Manager,Pistol,Angry,157,Prague,Elite,Absolute
Thomas Bailey 322,Female,Active,Independent,Contractor,Tracker,Unarmed,Focused,243,New York,Senior Agent,Medium
Alex Carter 323,Male,Inactive,High Table,Security,Tracker,Pistol,Fearful,128,Marrakesh,Senior Agent,Medium
Daniel Morgan 324,Female,Missing,Ruska Roma,Contractor,Enforcer,Shotgun,Focused,111,Paris,Senior Agent,Absolute
Leo Parker 325,Male,Deceased,Independent,Handler,Tracker,Unarmed,Angry,54,New York,Master,Medium
Michael Mitchell 326,Male,Deceased,High Table,Contractor,Enforcer,Pistol,Determined,12,Rome,Novice,Low
Michael Murphy 327,Female,Deceased,Independent,Contractor,Bodyguard,Sword,Neutral,39,Berlin,Novice,High
Thomas Walker 328,Female,Inactive,Ruska Roma,Assassin,Enforcer,Unarmed,Determined,30,Tokyo,Novice,Low
Samuel Parker 329,Male,Missing,Underworld,Handler,Bodyguard,Unarmed,Fearful,75,Paris,Novice,Absolute
Noah Bailey 330,Female,Inactive,Independent,Assassin,Operative,Pistol,Calm,213,Marrakesh,Elite,Medium
Daniel Russell 331,Male,Active,High Table,Handler,Manager,Rifle,Focused,118,New York,Novice,Medium
Ryan Brooks 332,Female,Missing,Ruska Roma,Assassin,Hitman,Pistol,Calm,218,Paris,Agent,High
Leo Ward 333,Female,Active,High Table,Security,Tracker,Pistol,Fearful,102,Casablanca,Senior Agent,Absolute
Samuel Murphy 334,Male,Active,Continental,Assassin,Tracker,Pistol,Fearful,233,Marrakesh,Elite,Absolute
Ethan Stone 335,Female,Missing,Underworld,Assassin,Operative,Unarmed,Angry,123,Casablanca,Novice,Absolute
Benjamin Morgan 336,Male,Missing,High Table,Assassin,Operative,Unarmed,Determined,196,Marrakesh,Master,Medium
Jack Russell 337,Male,Deceased,Continental,Crime Syndicate,Bodyguard,Unarmed,Neutral,164,Prague,Agent,Low
Alex Collins 338,Female,Deceased,Continental,Assassin,Manager,Rifle,Angry,84,Tokyo,Novice,Medium
Joseph Cooper 339,Female,Inactive,Independent,Crime Syndicate,Manager,Shotgun,Fearful,22,Casablanca,Elite,High
Michael Bailey 340,Male,Active,Ruska Roma,Crime Syndicate,Hitman,Shotgun,Determined,0,Rome,Master,High
David Griffin 341,Male,Deceased,High Table,Security,Hitman,Knife,Fearful,84,London,Master,Absolute
Leo Ward 342,Male,Active,Continental,Assassin,Bodyguard,Rifle,Neutral,246,Tokyo,Master,High
Michael Morgan 343,Male,Deceased,Continental,Crime Syndicate,Hitman,Rifle,Determined,50,Berlin,Novice,Absolute
Noah Ward 344,Male,Missing,Independent,Crime Syndicate,Hitman,Unarmed,Neutral,150,Rome,Elite,Absolute
Matthew Russell 345,Male,Deceased,Independent,Contractor,Operative,Pistol,Determined,239,Prague,Master,Absolute
David Collins 346,Male,Inactive,Independent,Crime Syndicate,Operative,Shotgun,Determined,225,Osaka,Master,Absolute
Thomas Stone 347,Male,Missing,Ruska Roma,Security,Bodyguard,Sword,Angry,35,Prague,Master,High
Joseph Turner 348,Male,Inactive,Continental,Contractor,Operative,Rifle,Neutral,88,Paris,Agent,High
Michael Mitchell 349,Female,Deceased,Underworld,Security,Manager,Pistol,Determined,27,New York,Elite,Medium
Ryan Morgan 350,Male,Missing,Continental,Security,Operative,Rifle,Angry,214,New York,Senior Agent,Medium
Joseph Morgan 351,Female,Deceased,Independent,Contractor,Operative,Unarmed,Determined,221,Berlin,Master,Absolute
Lucas Russell 352,Female,Active,Ruska Roma,Crime Syndicate,Manager,Unarmed,Focused,247,London,Novice,Low
William Parker 353,Female,Inactive,High Table,Contractor,Enforcer,Unarmed,Determined,50,Berlin,Senior Agent,Absolute
Ethan Reed 354,Male,Inactive,Underworld,Assassin,Manager,Pistol,Fearful,71,London,Senior Agent,Medium
Ethan Hunter 355,Female,Active,High Table,Crime Syndicate,Operative,Knife,Calm,39,Osaka,Master,Low
Andrew Brooks 356,Female,Missing,Independent,Security,Enforcer,Knife,Angry,133,Rome,Master,Medium
Thomas Griffin 357,Female,Active,High Table,Handler,Tracker,Unarmed,Focused,84,Osaka,Senior Agent,Medium
Andrew Russell 358,Female,Active,Independent,Security,Manager,Knife,Neutral,157,Marrakesh,Agent,Low
Jack Cooper 359,Male,Deceased,High Table,Contractor,Operative,Rifle,Calm,233,London,Senior Agent,Absolute
Samuel Morgan 360,Female,Inactive,High Table,Contractor,Hitman,Pistol,Angry,248,London,Master,Low
Daniel Parker 361,Male,Deceased,Independent,Handler,Enforcer,Unarmed,Neutral,198,Prague,Novice,Medium
Alex Ward 362,Female,Active,Independent,Assassin,Hitman,Knife,Focused,142,Rome,Master,Medium
William Murphy 363,Female,Deceased,Ruska Roma,Crime Syndicate,Bodyguard,Pistol,Fearful,172,Rome,Master,Low
Andrew Reed 364,Male,Active,High Table,Contractor,Hitman,Rifle,Neutral,77,Marrakesh,Novice,High
Benjamin Cooper 365,Female,Active,Ruska Roma,Handler,Enforcer,Knife,Angry,191,Prague,Master,High
James Brooks 366,Female,Active,Underworld,Contractor,Tracker,Pistol,Calm,1,Marrakesh,Master,Absolute
Joseph Griffin 367,Male,Missing,Continental,Security,Tracker,Sword,Neutral,217,London,Agent,Medium
Ethan Hayes 368,Female,Inactive,Independent,Handler,Operative,Shotgun,Calm,217,London,Elite,Low
Henry Reed 369,Female,Active,Continental,Contractor,Manager,Rifle,Focused,32,Berlin,Novice,High
Andrew Reed 370,Male,Missing,Ruska Roma,Crime Syndicate,Bodyguard,Shotgun,Neutral,78,Marrakesh,Agent,High
Jack Murphy 371,Male,Active,High Table,Handler,Tracker,Unarmed,Neutral,164,Prague,Senior Agent,High
James Turner 372,Female,Deceased,Ruska Roma,Security,Bodyguard,Sword,Determined,27,Paris,Master,Low
William Bennett 373,Male,Missing,Independent,Assassin,Hitman,Shotgun,Neutral,7,Marrakesh,Master,Absolute
Matthew Parker 374,Male,Missing,Underworld,Contractor,Manager,Unarmed,Angry,93,Prague,Agent,High
James Ward 375,Male,Deceased,High Table,Contractor,Hitman,Unarmed,Angry,217,Marrakesh,Agent,Medium
Benjamin Collins 376,Male,Inactive,Ruska Roma,Security,Hitman,Knife,Fearful,59,Rome,Senior Agent,High
Lucas Morgan 377,Male,Missing,Ruska Roma,Crime Syndicate,Manager,Pistol,Calm,166,Osaka,Novice,High
William Hunter 378,Male,Deceased,Ruska Roma,Security,Enforcer,Unarmed,Calm,132,Tokyo,Elite,Medium
David Cooper 379,Female,Missing,Ruska Roma,Crime Syndicate,Enforcer,Pistol,Determined,225,Paris,Elite,Medium
Lucas Reed 380,Female,Inactive,Continental,Handler,Tracker,Rifle,Determined,183,Rome,Agent,Absolute
Jack Walker 381,Female,Deceased,Ruska Roma,Handler,Enforcer,Knife,Neutral,213,Prague,Novice,Medium
Ryan Bennett 382,Male,Inactive,Underworld,Assassin,Enforcer,Knife,Calm,42,Tokyo,Agent,Absolute
Andrew Hunter 383,Male,Missing,Independent,Handler,Manager,Shotgun,Fearful,222,Casablanca,Agent,Medium
Thomas Stone 384,Male,Inactive,Underworld,Contractor,Bodyguard,Knife,Neutral,175,Osaka,Elite,Low
Lucas Cooper 385,Female,Inactive,Independent,Assassin,Tracker,Shotgun,Determined,175,Prague,Agent,Low
Ethan Bailey 386,Male,Active,Independent,Crime Syndicate,Operative,Knife,Determined,138,New York,Elite,Absolute
Leo Morgan 387,Female,Inactive,Ruska Roma,Crime Syndicate,Bodyguard,Shotgun,Neutral,232,Marrakesh,Novice,Absolute
James Foster 388,Female,Inactive,Independent,Security,Enforcer,Shotgun,Fearful,65,Berlin,Novice,Low
Matthew Russell 389,Male,Active,Ruska Roma,Handler,Operative,Rifle,Fearful,92,Rome,Agent,Absolute
Matthew Foster 390,Female,Deceased,Underworld,Security,Enforcer,Rifle,Neutral,101,Berlin,Elite,Absolute
Ethan Mitchell 391,Female,Missing,High Table,Contractor,Bodyguard,Unarmed,Fearful,188,Paris,Novice,Medium
Benjamin Collins 392,Male,Inactive,Underworld,Crime Syndicate,Bodyguard,Shotgun,Determined,178,New York,Agent,Absolute
Alex Reed 393,Male,Deceased,Underworld,Crime Syndicate,Hitman,Pistol,Focused,56,Osaka,Novice,Low
Oliver Cooper 394,Female,Active,Continental,Crime Syndicate,Manager,Pistol,Angry,217,London,Senior Agent,Medium
Ryan Stone 395,Male,Inactive,Independent,Security,Tracker,Unarmed,Calm,249,Paris,Novice,High
Oliver Mitchell 396,Female,Deceased,Underworld,Handler,Enforcer,Pistol,Neutral,180,Rome,Novice,High
Joseph Hunter 397,Female,Missing,High Table,Handler,Enforcer,Knife,Fearful,238,Prague,Master,Low
William Collins 398,Female,Active,Underworld,Assassin,Enforcer,Rifle,Focused,242,Rome,Master,High
Joseph Hunter 399,Female,Deceased,Ruska Roma,Contractor,Manager,Knife,Focused,246,Casablanca,Elite,Low
Samuel Walker 400,Female,Active,Ruska Roma,Handler,Operative,Unarmed,Angry,204,Osaka,Elite,High
David Griffin 401,Male,Missing,Continental,Security,Hitman,Sword,Neutral,191,Osaka,Novice,Medium
Samuel Turner 402,Female,Inactive,Underworld,Security,Tracker,Unarmed,Neutral,238,Berlin,Elite,Medium
Lucas Hayes 403,Female,Inactive,Continental,Handler,Tracker,Shotgun,Focused,39,Rome,Novice,Low
Samuel Stone 404,Male,Active,Ruska Roma,Security,Enforcer,Rifle,Fearful,229,Marrakesh,Senior Agent,Absolute
Ethan Russell 405,Female,Deceased,Continental,Contractor,Tracker,Pistol,Determined,204,Prague,Elite,Low
David Mitchell 406,Female,Inactive,Ruska Roma,Assassin,Operative,Shotgun,Fearful,80,New York,Novice,Medium
Oliver Hunter 407,Male,Missing,High Table,Contractor,Bodyguard,Knife,Determined,67,Berlin,Senior Agent,Absolute
Andrew Turner 408,Female,Inactive,Ruska Roma,Crime Syndicate,Tracker,Sword,Neutral,192,Osaka,Senior Agent,Absolute
William Ward 409,Male,Inactive,Underworld,Handler,Hitman,Unarmed,Focused,205,Berlin,Master,Absolute
Oliver Parker 410,Male,Inactive,Ruska Roma,Assassin,Tracker,Sword,Fearful,34,London,Master,High
Samuel Brooks 411,Female,Active,Ruska Roma,Assassin,Operative,Knife,Calm,55,Tokyo,Elite,Low
Benjamin Turner 412,Female,Missing,High Table,Contractor,Enforcer,Rifle,Focused,5,Prague,Novice,High
Andrew Parker 413,Male,Missing,High Table,Security,Operative,Shotgun,Fearful,198,Casablanca,Novice,Absolute
Andrew Brooks 414,Female,Inactive,Continental,Security,Manager,Unarmed,Determined,146,Prague,Novice,Low
Ethan Turner 415,Male,Missing,High Table,Security,Operative,Rifle,Determined,165,Prague,Senior Agent,Absolute
Leo Hunter 416,Female,Deceased,Continental,Handler,Hitman,Knife,Neutral,60,Tokyo,Novice,Medium
Ethan Cooper 417,Male,Active,Independent,Crime Syndicate,Enforcer,Pistol,Calm,197,Prague,Master,Low
Michael Foster 418,Male,Active,Ruska Roma,Security,Tracker,Knife,Neutral,72,Casablanca,Agent,Medium
David Collins 419,Male,Active,High Table,Security,Manager,Sword,Determined,239,Tokyo,Master,Absolute
James Griffin 420,Male,Deceased,Underworld,Crime Syndicate,Enforcer,Unarmed,Neutral,136,Tokyo,Senior Agent,Absolute
Joseph Hayes 421,Male,Deceased,High Table,Security,Manager,Rifle,Angry,77,New York,Novice,Medium
Leo Brooks 422,Female,Active,Ruska Roma,Crime Syndicate,Bodyguard,Pistol,Fearful,204,Tokyo,Master,Medium
Alex Griffin 423,Female,Inactive,Ruska Roma,Contractor,Manager,Sword,Angry,41,Prague,Elite,Medium
William Reed 424,Female,Inactive,Underworld,Contractor,Operative,Unarmed,Focused,72,London,Senior Agent,Absolute
Noah Reed 425,Male,Inactive,High Table,Assassin,Operative,Sword,Determined,115,Tokyo,Master,Absolute
Noah Turner 426,Male,Inactive,Independent,Contractor,Hitman,Knife,Calm,72,Tokyo,Agent,Absolute
Alex Hayes 427,Male,Inactive,Independent,Crime Syndicate,Tracker,Rifle,Fearful,79,Casablanca,Senior Agent,Absolute
Ryan Turner 428,Male,Inactive,Independent,Security,Manager,Pistol,Determined,120,Paris,Agent,High
Oliver Carter 429,Male,Inactive,Ruska Roma,Crime Syndicate,Tracker,Unarmed,Calm,50,Casablanca,Novice,Medium
Samuel Cooper 430,Female,Missing,Continental,Assassin,Operative,Shotgun,Determined,31,Tokyo,Elite,High
Noah Mitchell 431,Male,Inactive,Independent,Handler,Operative,Sword,Focused,3,Paris,Senior Agent,Low
Oliver Hayes 432,Male,Active,Underworld,Crime Syndicate,Operative,Shotgun,Angry,95,Rome,Agent,Medium
Samuel Reed 433,Female,Active,Independent,Security,Operative,Knife,Neutral,137,Rome,Agent,Absolute
Lucas Turner 434,Female,Deceased,Continental,Assassin,Operative,Sword,Focused,185,Paris,Senior Agent,Low
Samuel Ward 435,Female,Deceased,Continental,Contractor,Tracker,Shotgun,Focused,82,Casablanca,Senior Agent,Medium
Daniel Russell 436,Male,Deceased,High Table,Security,Enforcer,Rifle,Fearful,0,London,Elite,Medium
Alex Stone 437,Female,Inactive,High Table,Assassin,Operative,Shotgun,Fearful,48,London,Elite,Medium
Andrew Brooks 438,Female,Deceased,High Table,Assassin,Hitman,Shotgun,Neutral,17,New York,Agent,Medium
Ryan Parker 439,Male,Deceased,Continental,Assassin,Hitman,Shotgun,Neutral,214,Prague,Elite,High
Ryan Mitchell 440,Male,Active,Independent,Handler,Operative,Sword,Calm,119,New York,Senior Agent,Absolute
Leo Morgan 441,Female,Active,Independent,Security,Hitman,Knife,Determined,24,Rome,Agent,Absolute
